ˇ ˇ
ㄙㄡ 搜颼鄋蒐廋溲餿獀醙嗖鎪騪叟艘叜捒捜傁廀摗蓃撨䑹䗏螋𠪇㲣䈭𧼭𩘌䮟𩌱𩮶𠝠𣯜𢴼𡣂𩗣𧳶𧽏䩳𩌅𩘠𨤇𠌌𢯱𣸈𤟫𨜛𢱻𣮯𣮬𤡗䤇𠮍𢅢䤹𩜯𢑶䬒𩘦𩮃𩮸𦦼
ㄙㄡˇ 叟嗾藪擻瞍謏籔廋溲叜傁廀蓃䏂櫢㖩㟬𥈃𧼭𨺦𡻁𦶨𦺌𧩮䈹𥖻𠬲𡨎𠋢𠩹𡨼𡨨𠌌𠻣𠻛𥯴𦖪
ㄙㄡˋ 嗽漱擻欶廋瘐凁廀潄瘶𥯪
ㄙㄢ 三參毿鬖仨槮襂弎叁参叄㕘叅椮犙曑謲𦙱䈀𧛡𣬛𢁘𦙸𧱆𥮚𦠐𧽾𣀫𣀯𢁚𢒌𠫰𠬅𤚔𣯺𤛤𩯑𧾬𩯟
ㄙㄢˇ 散傘繖糝鏾槮鏒㧲㪚椮䊉嘇䊏潵糂糣仐𢽳糤𩞀䫩饊𡙘𥒬𥹾𥻕𦷻𦺻𢻾𠋔𢻎𠍘𠎃𡙫𢿷𢿨𣚈𢻦𥼾𩞼𩕞𦇕𩟴
ㄙㄢˋ 散閐三霰鏾弎俕㪚䨘䫅䨷㤾䉈𣀧𢚗𦡨𧗋𩀼𢻾𢻎𢻞𢿷𢿨𢻦𥷭
ㄙㄣ 森槮罧襂幓篸穼椮𥥿𠘆
ㄙㄣˇ 𢊲𩕌
ㄙㄤ 喪桑縔桒䘮槡䮣𨢆𦅇𩐷𩦌𪔬𠭌𠭨𠷔𠸶𣕐𦱺𡴧𡚏𡂧𡂤𦦭
ㄙㄤˇ 嗓顙搡磉鎟褬䫙𤸯䡦𣞙𥔫𣡆
ㄙㄤˋ 喪䘮𣉕𣊝𠷔𠸶𦱺𡴧𡚏𦦭
ㄙㄥ 僧鬙䒏
ㄙㄥˋ 𡬙
ㄙㄨ 蘇疏酥甦穌囌櫯蔬薊姀鉌鞂龢疎䟽䜹踈䔫鯂蘓䲆𠻜𣩕㢝𧺷𢸫𣩷𤼀𤯳𨢭𦢦𨣺𦣑
ㄙㄨˇ 𣷶
ㄙㄨˊ 俗𢓾
ㄙㄨˋ 速素訴宿塑肅夙粟溯餗愬蓿縮觫愫膆謖嗉橚泝涑潚簌蔌樕遫驌鱐鷫嫊玊榡洬栜傃溹憟鋉縤藗僳窣數稷摍熽蹜颽㑉㕖珟㝛殐䅇粛㴑塐㨞数溸㔄㜚㴼趚遡樎㯈潥䔎璛䛾䌚䎘䥔𤥔㲞𢱩𣹫碿䔩㪩㬘𦌊䘘𧼭𠐍䃤䑿𧪜𢸳𩞍𩘰𩘹𪋝𩱫㑛𤤐𥤿㓘𢚑𣶘𢎎𡎮𡖯𤠚𤌛𤡃𤭴㩋𤸮𧩝𢢒𣚯𣯼𣿈𤢘𦌉𩐫𥢕𧐴𧜦𩳒𩷌𢖏𣝝𧽷𪁽𩐼𪍛𧞺𪖶𠘵𣦽𡖊𠈇𣳙𣴔𥸫𠉦𠧼𡖕𢙻𦘛𥦑𥹟𧦡𢐌䏋𦘝𦁘𡪴𥻆𦃃𦼑𧩯𪌔𧐒𧐁𧫋𦅪𦪥𦪓𧑲𧑙𧫣𩝥𪌯𣰮𦪲𩞌𪂸𪍐𪍕𢹱𪄑𪅄𩱖𪆭𥾄
ㄙㄨㄛ 縮梭莎唆娑簑嗦傞挲蓑桫蹜莏趖摍嗾莤㛖挱桬䩖鮻𠈱𥇇䓾𧨀𩊮𤀤𠛻𣒹𥭟𩡾𣜤𩌢𪍔𠱗𡔤𢘿𢬰𨒽𥆝𡟽𢴀𣯌𣯢䔋䯯𢳔𣘡𣩐𦹈𦄲𩣟𩣠𤂳𪍬
ㄙㄨㄛˇ 所索鎖瑣璅嗩摵鎍鏼惢溑𤨏䌇鎻鏁𧴪𠝿𡩡𢱢𢱡䂹䣔暛㮦𦵫𥔭䅴䈗𥰼𧎳褨䞆䞽𩘝䵀䲃𠋲𠞯𨻈𤸴𦹿擌𥻨𦃦𧎫𧛻𩋝䖛𩌈𩌆𩍀𩮛𩪑𩹳𪍟𠩄𢨷𢩇𧴲𥿟𨹾𥓭𨝉𨻨𧶈𧑳𧷣𩄜𪍨
ㄙㄨㄛˊ 索䌇
ㄙㄨㄛˋ 逤些塑溯㱔㴑塐蜶遡䐝𠗼𪎒𪍌
ㄙㄨㄟ 雖綏濉睢荽毸眭浽哸娞荾滖尿葰雎夊芕䒘虽㳮奞熣鴡䕑䧌𨻵鞖𩮴䪎𤯖𠌱㢑𨾡𦵭𤗯𦉎𩞅𥍃𦯩𦴅𣯯𣯧𦸏𩃃𨿽𧐌𩏘
ㄙㄨㄟˇ 髓嶲瀡巂靃雟㵦膸䯝髄䔺䭉𦢪𪍳𩩜𡾧𧁼𩞢𩪄𧃚𩟆𩪏𧄙𩪦𩪷
ㄙㄨㄟˊ 隨隋雟綏遂雖陏虽㻟遀随䢫瓍𧲈𥶻䜔𨼕
ㄙㄨㄟˋ 歲遂碎穗隧祟燧誶睟穟璲檖襚鐩邃埣賥檅繀禭旞繸鐆術箤劌薉繐鏏鐬饖顪亗㒸砕嵗㥞㴚歳煫穂嬘澻䠔㻽䯿譢韢疩𠭥𤭢㱁𦂁𢢝𤎩𤢍䔹𦄑𦼯䉌𦅵𤑾䡵𩏚𦇀𣄧𧞸𩏲𢇥𢈼𡟝𢟩𢿆𧌢𤡪𧡏𧨧𢅕𣩡𦃒𨍨𥊴𥕸𩗶𢅫𤻄𥴦𧸙𨆏䥙𨷃𥘈𥄌𥝩𥤼𢧁𢧍𣦅𨓸𣔾𨔱𨔲𥠂𡑞𥊁𥢁䆳𩎰𣄚㸂𢤪𤢩𧁂𤒮𥶼𩍚𥜱𨽡𤓫𨽵
ㄙㄨㄢ 酸痠狻䘒䝜㔯𤶤𦾹𩆑𪘑𤷥𪊴𨢽𨣪
ㄙㄨㄢˇ 匴篹𥶊𥮞𥲻
ㄙㄨㄢˋ 算蒜筭萛匴祘𥳪𩈲𥴵𢌺𥮅
ㄙㄨㄣ 孫飧蓀猻搎槂薞蕵飱䕖𦻂𧎤𧆙𡤾𩚏𦳪𩛈𢶛𦺈𦽙𧂍
ㄙㄨㄣˇ 損筍榫簨鎨隕芛塤笋磒𥬷𥬹㨚䐣㦏䁚箰𦠆𪄩𦭽㔼𢵀𥯗𥰿𥰴𥳦
ㄙㄨㄣˋ 潠愻孫巽遜噀巺㢲摌顨𠹀𢍳
ㄙㄨㄥ 鬆松淞嵩忪菘娀崧濍倯硹蜙枀柗凇庺梥䯳憽檧𢔋𣘿䈡㬝𣚜䯷𩮀㣝𢓣𧊕𨠤𨱿𣽫𤾥𪀚𢤄𤁬𣞷𢪌𨱛𡞨𧌻𩬼𪁿
ㄙㄨㄥˇ 聳慫悚竦傱愯嵷駷捒㨦摗㩳𢱤䉥𨴏𢖗𥳺𡾼耸𢕇𢱠𢕈𢷜𥵅
ㄙㄨㄥˊ 悚㞞
ㄙㄨㄥˋ 送宋頌訟誦㕬䢠㮸䛦餸𧽒𦯕𠌡𦷴𨓵𧧡𨔮𨕩𨕪𨕼𩔜
ㄚ 阿啊ㄚ腌吖㛺𦛞𠼞
ㄚˊ 嗄
ㄚˋ 阿錒
ㄚ˙ 啊
ㄛ 喔ㄛ呵啊
ㄛˇ 嚄
ㄛˊ 哦
ㄜ 阿婀痾ㄜ屙峉錒歞妿妸㚳疴娿㢌㢐䋍䋪𧥦𡹣𡱻
ㄜˇ 噁我婀惡婐猗閜硪㧴悪㫊頋僫䝝騀𧙃𣘨𣄰𨵅𩣣𧙑𩒒𨵌
ㄜˊ 額訛鵝娥哦蛾峨莪俄囮吪硪蚵鋨迗珴涐皒睋魤枙峉匎䚰峩䚹鈋䖸誐頟䕏騀䳘䳗鵞譌䄉𩵡𩒰𧒎㘥䱮鰪𧢽𧿕𠷸𧚄𧽶𩓘𩣣𩋽𩑁𩤩𨶯𢨡𠩙𡻍𡈙𨿍𡈱𡽥𡾆𨅌𩹃𡈸𩺻
ㄜˋ 惡餓俄鄂厄遏鍔扼鱷顎呃愕噩軛阨鶚堊諤萼咢啞崿搤詻閼頞堨齶枙堮岋鑩櫮砐砨蚅豟軶圔搹蝁嶭餩蘁歹隘額仴姶唈嫮遻齃戹歺㧖咹㛕偔悪㗁㖾㟯㟧湂䑪㮙琧瘂腭僫㦍磀䣞頟擜蕚鰐㩵讍䫷𣎴𡰤屵𠱥呝苊阸𠲗唖䑥㓵卾䝈㔩㗉㷈𩚚㣂𠟎𥔲㠋𤸱覨𩋊𥋙𦿋𡾙𤂷𩸋𩸇䜙囐𡴯𠔆𣦵𠰜𠱫𠲩𠲪𣢛𡌥𥑾𧟧𢮡𥑺𦊴𧠏𩚌𨋜𨺨𤷷𨱺𩚬𡪗𧌄𠥜𤭼𥯳𧍬𧼎𨂁𨌧𨤕𩨮𤎣𤩃𦠍𩐰𣤬𪄍𪘊𧭪𪘐𩖀𩪤𪅴𠂘𢀴𢨤𠂬𢨩𤜸𤝤𥩭𥩮𦊭𧉵𢛫𢱂𦊪𧊜𧊧𧠞𧦠𡺰𢝏𣣾𤸙𡑇𡼑𡼰𧍞𠤅𡑷𨞍𩜄𩶍𤪄𩀇𪀝𩇠𩷜𡓐𡾦𨫘𡾲𣤲𡅡𧲒𩕦𩕟𨟨𩕬𩪫𩻙𪘰𪘽𨽪
ㄝ ㄝ
ㄝˋ 誒
ㄞ 挨哀埃唉哎ㄞ欸𢜺𢰇𤸖
ㄞˇ 矮藹靄欸毐昹佁乃噯娾暟藒躷䨠㢊㗨𧡋𦼰䑂𦿋𧰸𨱥𦥂𦥈𧡖𣤃𧢏
ㄞˊ 捱皚騃敳呆挨崖癌啀堐隑獃磑厓崕凒敱嘊㱯𣪱𤸳𦩴𧪚𩪂𩮖𤶗𤘑𩄟𤻥
ㄞˋ 愛礙艾曖璦隘噯乂靉僾堨嬡鑀賹濭鴱譪薆阨砨嗌餀壒餲戹㤅砈䙸硋碍䬵䔽懝瞹馤饚𣎴伌㝵𡶃阸㕌塧𢟪𧰿𩂒䅬㿄𢣏𣋞𣝅𣩱皧𤻢𥴨𡰽𧵨𢟰𣣼䝽𨵏𦗐𧏹𣰛𨶂𨽝𢖻𥃷㘷𢙴𢙸𢛭𢜤𡺬𣨵𤔠𠎹𤔤𨻹𨿆𣉼𡁐𢣕𣝆𦤪𩡚𩡤𨙤𨽪𨽴
ㄟ ㄟ
ㄟˋ 欸𣤃
ㄠ 凹ㄠ坳柪熬爊㘭軪㕭垇䆟𤏶㩠䫜𢂊𧨲𩥊𤒣𪓴𤓏𪍾
ㄠˇ 襖媼芺镺夭拗郩抝䀞袄媪鴁𥃧狕𨱧𩑤𢲷𩈏𩬗䴠䉛䯠䴈𢁱𢱇𦽀𩣻𢰃𪊏𪁾
ㄠˊ 熬敖遨翱嗷螯鰲鼇鏖驁廒獒璈聱鏊滶磝隞摮蔜簢謷爊厫嗸煾獓翶翺䮯㿰㟼嶅㠂𢳆𢧴𣘢𧏌𨅚䦋䫨𩕀䥝鷔𤇯𧘳𣊁𦪈𨄨𩘮𩮯𩱏𧅃𢦷𢾍𠪭𪌑𣿗𩓁𪌠𢶗𤏺𤢝𦽺𦽠𨗯𤐷𨪠𦗷𦪰𧒥𦒢𧭁𨲶𩪕𩪋𩕣𪍮䵅𪓶𨮽𩪨𩼡𪍾𨰅𪓾
ㄠˋ 傲澳奧懊墺奡扷擙拗詏嶴敖燠坳柪镺隩謷鏊驁㑃抝嫯㜜慠㥿㜩謸䮯圫㤇𥑑奥𨱧𢳆𢲷𩬗䐿䜒𩼈𥃺𩑍𢝍𩑴𤺾𩟇𡶮𡋮𡋸𡌱𤈯𢰃𤈰𨱩𢍢𢾍𡪃𢕟𠆇𡐟𡪿㠗𤀈𢢡𣋉𤁌𨪠𧭁𨮽
ㄡ 歐甌毆嘔謳鷗ㄡ慪區熰蓲櫙漚敺藲鏂区欧瓯塸膒瞘䌔䉩䳼䥲䙔䉱𣓕𠢔𡩾𥱸𩔸𣪅𣢨𨫕𧞨𠥺
ㄡˇ 偶藕嘔耦吘湡腢蕅隅歐藒饇㒖㸸㰶㼴𥻑𦼰𦿋髃𠙶𠴰𧖼𠥝𪊪𣢨𦸲
ㄡˊ 吽齵𦂕𪙃
ㄡˋ 嘔漚噢慪醧𣽕䌂𤁮𩀫𩥋𣢨𣉾𣿏
ㄢ 安鞍庵諳氨銨胺ㄢ鵪鮟媕侒盦峖痷腤萻垵陰菴厂闇鴳阴侌䀂隂葊誝蓭鞌嬜盫䨄鶕䳺厈阥䢿㞄㡋㭺䅖䤃䤶𩐧𡯏𢆋𠊢𠽪𧪙𧫥𡯝𡯸𦛅𦝡𨾶𦟩𣚖𧩸𩀂𧫧𪁟𨽙𪂻𪈍
ㄢˇ 俺唵晻堷匼噾馣黤黭埯揞隌㽢罯㜝䎨𩃗𤃷𠉬𠵵𥦍𦺽𩈴𪒻𦋫𩅝
ㄢˊ 雸玵啽㸩𡪁䜙𢰍𠹞
ㄢˋ 暗案岸按黯菴闇犴豻匼桉洝荌錌匎婩儑矸晻湆噾韽㟁垾隌遃𡛢䅁𡹼貋𡽜䬓䮗𤃷𪒠𠰑𣵱𣽥𨲊𩓤𥳬𩭢𩹎𣆛𤞿𤟉𩤧
ㄣ 恩嗯ㄣ㤙蒽𡟯𤇷𤐷
ㄣˇ 峎䅰𡵖
ㄣˋ 摁䬶䭓䅱
ㄤ 骯腌ㄤ㛺𦛞𩨺
ㄤˇ 軮雵䭺䇦𨋕𩣍
ㄤˊ 昂卬䒢昻岇㭿䩕䭹䀚𩑝𠨐𩊕𩣍
ㄤˋ 盎醠枊㼜𤭹𡵙𢓋𠹃𣉗𣖮𩜟𤬺𨠗
ㄥ 鞥ㄥ
ㄦ ㄦ兒児
ㄦˇ 爾耳洱餌邇珥駬薾鉺峏尒栮茸尔迩㢽䋙儞尓𧊗𩚪𧌣𪕔𩱓𨒛𤕨𣝧𠑂
ㄦˊ 而兒洏耏胹輀侕栭陑鮞檽聏荋唲鴯峏恧婼臑鬩児㖇袻腝䦧髵隭䮘轜䎟䎠𦓒𥅡䋩𣚊𨎪𦓓𡦕𨼏𦠌𩱄𪕨𠒆𦓏𧠇𧠻𨾿𩰴𦓠𩶫𩱊
ㄦˋ 二貳佴刵咡樲聏毦眲衈鉺弍㛅貮誀䣵䏪䎶䙹㒃𢄽𩛣䤊𠚧𣧹𦖢𠄠𣭞𢎐𨠧
ㄧ 一衣依醫壹伊揖噫漪猗咿ㄧ禕繄黟曀銥泆鷖欹郼圪溰稦燚洢陭蛜嫛瑿檹毉黳嶬她椅翳弌医壱㛄㳖悘㥋嬄䝝夁䫑譩䪰𠂣䧇𣐿𧉅㾨㙠𣘦𦸒䔱鎄䫏䉗𧫦䫯𩕲𠰄𡜬𢊘𠿣𢣉𪁚𡤖𡄵𩥯𩮵𪈨𠈽𠜰𡘵𦯴𢉬𧊰𢱼𥟏𡔹𤡬𡔾䃜𨢒𠤪𡕋𪑁𡕌𡕍𢤏𣀬𩔽𥀴𩮾𦒭𣄫𧮒
ㄧˇ 以已矣乙倚椅蟻尾艤迤苡偯扆旖螘扡踦酏鳦釔齮顗檥鉯迆胣礒掜陭崺晲轙蛾佁衪娭猗銥踦嶬燨㠯肔㕈㞑庡苢迱㫊笖旑鈘䖸裿䰙䝝輢嬟㠖䧧䭲䉝𠯋攺逘㰻𥏜鎄𧒎𪏇𠮙㰝𥫜𢙇𤝳𥑴𦮸𩛆𡼎𥰧𢦕𠙋𠤘𡱕𡱓𠋣𧦩𡲵𧍽𣚂𢷔𧑢𡄘𧔮𨏢𧕶𪙴
ㄧˊ 移宜姨遺疑怡儀夷一誼胰貽飴咦詒沂頤彞迤椸痍蛇圯嶷笫桋匜宧洟簃訑貤迻杝柂袲酏峓眱羠鈶寲侇珆衪銕呲恞萓沶栘瓵袘羡蛦暆跠歋熪箷螔顊謻觺鸃彝台圻迆益熙懿圮狋祂拸眙荑詑溰磑擨鏔弌冝狏䄬㝖虵迱扅眤焈㮛竩䬮熈㦉䔟彛䮊㠜䴊乁㐌𡰥𦣞宐沵𠈶𠤗𡱐㹫䧅𠲻巸弬𥄻𥄿𤇴㺿𥹋𦚟㼢𧦧䝯𨠑𠍫㥴𨳷頉䬁䩟𢑱㱅頥𩠛鮧𪀓鴺䱌𧸃𩔦㦤㰘讉𪘲𪘬𠛃𤖪𠅌𠄱𠩗𢂒𣐓𤆾𤝻𢁄𨛯𢀁𣸘𥦐𩚇𠗺𢞉𣕁𣣢𥟻𧵫𨜽𨠶𡻣𣻗𧣬𨴥𩖹𦟧𧛖𠏩𠐀䣡𦡫𩓧𩶰𥫃𩤒𠑌𩸨𥌟𥌰䲑𩼨𪐔𢁔𡗝𠤑𠤕㦾𤕮𦣝𨑘𠗄𡊊𢨴𥃸𠤘𠤜𠩦𢨹𢼏𤕴𠣨𡨆𣢭𥎲𥞀𦬦𣐵𣢮𧉮𡎕𤭘𦣤𧦫𡖰𤖌𥦪𦳂𧚕𧳁𩑪𡪀𢇏𩖾𢕷𣙛𧩀𩒫𩛛𩛮𧏕𧤋𧪁𨗔𨗭𨡪𢑲䞅𨗮𩠢𦆩𧓗𨭄𩞫𧸯𦇚
ㄧˋ 亦億意義易議益異藝憶譯液役翼奕疫毅逸邑抑肄一誼繹溢縊軼詣屹佚翌羿驛掖懿裔臆曳蜴腋衣刈翳挹鎰囈弈佾乂弋艾懌劓圛斁薏悒瘞仡勩埸嶧帟曀杙枻殪浥熠艗襼饐黓亄唈燡藙豷寱阣熤劮檍嗌廙鐿醳醷翊肊异枍伿浂澺芅熼玴抴蘙俋焲燱晹垼釴捙欭埶羛隿殔跇裛嫕緆膉靾槷潩蓺墿瘱謚繶瀷帠槸霬鷾齸泄疙施洩食射睪噫圪泆昳栺詍詄鳦馹蓻誽燚鴩燨贀鶂鷁鷊鸅义阝弌㐹伇㚤㣻曵呭怈㳑炈秇㖂㱞洂㑥栧浳䄁䖌䣧䓈袣訲豛䝘䯆㓷㛳幆敡棭湙䋚萟蛡䠶鈠䬥㜋㜒竩䇼䓹䛖榏㦉撎㘁嬟嬑㵩瞖穓曎歝䕍褹貖鯣鶃䳬虉㶠䖁讛𠂆𠛄𢖫䎲㣇㧒𤬩㑜𢏗𥍟䘝𧺎𠩫𤤺𦐂䖊𢈶悥殹㴁𥩶𦐞䓃𧆦䚷豙𠶷㝣𣨟㴒䇩𥿫䎈𠌼㔴痬𤷅𥟘𩂒骮䵝㱲𦶂𧱏𩾢䴬㙯㙪䋵䔬䢃䭂䭿𢍰𢡃㱅㵝𦠉螠㘈𦔜𩣞𠐥癔𤻂𥜃𠥦𣫙㽈䆿䗷䱛㢞㦤𡄻䉨𩁈䭞𧄞𩍖𩪙𦔫鷧𧕢䰯𠃉𡈾𠚮㲼𡵋𢇚𢓀𢖺𦘳𠣗𡊁𢎃𣧄𤴧𦨇㑊𠡔𡛽𦙨𠡢𡊶𢂗𢘽𥫝𥾐𢂼𥥌𧈻𨹝𡍡𡱿䄿𦐕𧆤𧺢𠢉𣱤𤥿𤶛𥒵𥿹𧊣𧙡𠌾𢄚𢇋𦝲𧋏𨋯𨜶𪐘𡡌𣣼𦓻𦶩𠽜𣙤𤸸𩂹𩎭𣚘𣿉𤺆𥡪𥧵𩎷𩳇𥨘䗟𧑌𧜤𩈭𩋌𪀕𥳿𦌩𧢂𧷥𩷘𩷍𪁛𧬇𤑹𡾾𧃟𨙒䦴𩟉𩴜𪗷𤼌𣡊𩴯𩴮𪒕𪕶𧅖𧾰𥸊𢍺𢖪𡗕𠅃𠨔𡵊𢇙𢒃𢩮𡇃𡉛𡖋𢌸𢎀𢖴𢗎𤣮𥩖𠈧𠡓𡱃𢇸𢌾𣳘䄩𦘓𧘉𧘊𠈿𢂯𢏘𢏖𢬃𢫽𢼘𦏵𦥙𩚂𠃸𠡫𥅓𧘯𧥨𠡾𢑞𢔍𢮮𣨑𣷩𧆫𧿱𨾍𠋑𡎐𡮕㡫𤦥𤶣𥏏𥹞𦐧𦐪𧊤𧙟𧰶𧺿𡏃𡎶𢄖𢊃𢝃𣪣𤖍𥇝𥇡𥏚𦕿𧚞𨻊𩾘𠍳𠔱𢄥𢑨𢑩𣩉𤣨𦎝𦘞𦩊𦺁𧧼𧱕𩊈𩡹𠾁𣽢𤖚𤡬𤸽𧛲𧛨𨉛𨜀𨦯𨽹𨿒𩊒𩵤𣚍𥡩𦺳𨽽䳀𡁐𡣇𤏵𤺦𦤡𧜟𨞳𩋛𪀒𡂞𣫖𥂺𦒖𡕆𧲁𨻏𪁌𠓋𢤏𣞕𣫚𦆎𦔥𩘧𪍋𧬳𨣠𣟻𧃥𧔁𧭖𩕑𩙺𥤌𦒭𧄘𧄷𪆖𧅙𩴷𧮒𧆈𡬒
ㄧㄚ 呀壓鴉鴨押丫椏孲啞雅劜压庘㳌俹䆘瘂鵶圧曱𠜲唖㾎㝞㰳䃁𨁶𪀨𥇠𩿔𤵭𪀋𩿗𪀌𩿼𪁗𪁨
ㄧㄚˇ 亞啞雅掗厊庌蕥雃疋鴉埡錏亜瘂鵶鐚唖㿿𨁶𪀨𧧝䪵𤴓𥁱𣣾𤺘
ㄧㄚˊ 牙芽涯衙蚜押枒犽齖伢堐崖睚岈颬厓崕猚谺漄豄䄰笌㾏𤦐𪘲𪘬𤘅𡇼𩨠𨖭𩃐𩶀𨈏𤘉𤘈𤘍𪘋𪗹
ㄧㄚˋ 亞氬訝迓砑婭揠錏聐軋圠襾玡猰窫齾御穵岈掗椏圔亜俹谺稏䢩䝟鐚豄𠮜𠄮𢛟𢮊㰳䢝𥏝𪖐鼼䦪䫔𩮝𦉟𪘲𪘬𡴭𥐕𧈝𡸗𢛄𥒧𨓃𣇩𦜖𨓴䰲𤷸𥌚𧬬𩥌𪆰𦉧𠚾𢗬𤟻𩨕𣉩𧳳𪖑𡈮𪖘𪙿𪚋
ㄧㄚ˙ 呀
ㄧㄛ 唷喲
ㄧㄛ˙ 嚛
ㄧㄝ 耶噎蠮掖䭇䱒𩸆𨶮𧏽𩜺𧒐𧔦
ㄧㄝˇ 也野冶埜漜壄𠃒𢀘𠥵𡌯𧐓𠔄𠃟𦫴𦬀㙒𡐨
ㄧㄝˊ 爺耶椰琊揶擨邪斜峫捓衺㭨㖿釾瑘䔑鋣𣚋鎁𦭿𥭕𦽶𣩯𩸾𤕓𦯙𦰳𨈺𥯘
ㄧㄝˋ 頁夜業液葉咽謁拽靨鄴燁瞱擫射曄饁煠鍱鐷澲鎑偞殗嶪擛曳掖喝腋暍噎抴焲絏楪痷裛蝢顉韘蠂黦譺曵亱枼洂啘䠶殜㷎僷墷嶫曅㷸䤳餣曗㱉皣䭎㒯擪瞸鵺爗䭟驜鸈𠉪枽㖡㡋𣃳弽㪑𤉬牃䁆䢡䎨䈎㗼𠿒𣚕𥰰䤶䧨䭇嚈𡀽礏䊦䥟𧭐𪑦𪑲𩼋𪋫䲜𣏋𠱝𤝱𢉥𢱴𥮧𦀕𠄅𥠍𧌄𠟪𥻈𦂡𢢜𦗍𦻜𧎭𡽣𨽀𣎩𤾧𩐱𩘏𤳪𥌅𪍅𧗖𧃹𣰼𩑃𪕭𩼴𠙇𠰸𠙑𩑋𡲝𡲙𢄁㡫𣨚𤗥𦶫𠾰𠽥𣊚𨉛𨼙𢶅㬞𣩣𤎸𨧲𨿤𡁖𣋌𣋓𣩨𣩫㸣𩝉𩘧𤑼𤑽𤾴𨬘𪏌𤒫𩉇𩉂𤾼𪒣
ㄧㄝ˙ 吔
ㄧㄞˊ 崖睚啀娾厓崕嘊𩂢𠺓𥊅
ㄧㄠ 要腰夭妖邀么吆喲喓祅葽訞凹宎殀芺徼幺枖梎楆䄏鴁䳩𢆷𡝩𨓳䌁䙅𠕻𠣑𡆩𢆽𦔷𣨘𩑑𧍔𧷋𩜸𡕟𡰭𡇘𡯣𡯧𢈗𣓎𨾘𩑗𡕯𦝫𦥺𠾅𦥼𧨶𨖟𩀄𪁾
ㄧㄠˇ 咬窈舀夭殀杳窅窔鷕宎抭苭眑偠溔榚騕岆嫍蓔嬈柼穾仸㝔䆗婹崾䁏闄齩䶧𡚸㫐𡛙𡧮𥤹䆞㟱㴭𩡻㫏䁘𩨴㹓䯚𥤣𧠽𡢇𥧘𩢒𥄀𣧕𡨇𥥎𦥟𦥞𦥝𦥨𠸀𣓎𤔘𦥵𣣵𣤍𦦌𡢵𩩓𩩣𪂣𪗡𪄼
ㄧㄠˊ 搖謠堯遙姚洮瑤僥淆餚颻傜繇嶢徭殽猺軺爻垚崤銚珧柼猇鰩肴媱烑窯嗂愮榣顤陶驍郩揄筊隃嘵墝憢膮穘倄䆙窑䚻䚺䖴摇㨱暚瑶餆嶤窰䌊㠙䌛鎐䬙蘨鑃䂚𡋰䋂𥾤揺㑾𣣳䔄𢋇𤬖𧽎䠛𩋃𧄎𡵔𡝛𦜂𤫺𨔚𡺯𤚭𠏈𠪯𥧟𧼡𩿕𧎼𩲻𧤮𤻁𦾺𥨭𨙣𠤸𦘬𨹋𠒖𢭊𢭌𣴧𥾥𦙩𧦗訤𧦇𨓧𨺃𠌠𤫾𦜚𢳘𣣵𣤍𤬍𤬇𨖈𠿌𢐥𥧳𢐬𣤣𤪅𧪬𨍳𨗽𦾾𦅹𨰑
ㄧㄠˋ 要藥耀曜鑰樂鷂燿袎靿艞覞穾筄葯獟趭虐腰瘧躍瀹爚抝㝔䖋䨋敫楽㿢熎㵸薬矅纅爠讑𡧮㞁𧆜䆞䏴𢲷𪖐𧇠鼼𥪯𤐯𥌺𦇬𡶂𥁒𠍩𠹑𠟋𩐦𡽄𩳔𤾫𢅹𩯛𧢢𥬓𥿌𣇪𥬻𡕯𡰃𦥼𡕹𡢗𦩹𪖑𧡷𧡾𩀘𪖘𥌉𨊊𤒂𧭆𤄶𤓀𤓝𤅰
ㄧㄡ 優憂幽悠呦攸耰麀櫌鄾懮怮嚘瀀纋蚴黝优泑筱忧㳊㤑㥑㴗䥳𠘳𢆶妋𣢜𠧴㗀𧍘㱊𠮫𣲏𢆾𠈹𢝊𢋣𩘈𧀥𥣯𣢄𠛭𠫬𢻺𠧷𠲭𢚐𠪍𠸰𡺒𢟜𢞘𪊛𨗫𢖒𩕂𪋎𤄘𠮕
ㄧㄡˇ 有友酉莠牖黝羑泑銪岰庮蒏苃聈槱卣唒栯眑莤蚴懮㕛㔽㶭䒴梄湵䅎禉牗丣𤴨𠧪𣢜羐㮋蜏䬀𧍘䱂𢇔𣜃䳑𤪎𥝘𡋫𣅺𣧥𤱎𣸠𠢢𣣸𦩲𨖯𣿤𨡴𦏇𨣆𥜚𣢄𠬺𦫹𠩚𣢢𢈬𢈞𦬧𥙫𦐮𦐯𣣧𣤎𤍕𤗱𦽧𣤡𤩤𨢲𨣡𠨋
